year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,NO2_satellite,HCHO_satellite,ratio_satellite
2020.00,7.00,9.00,13.00,78.83,17.76,12.64,20.69,-1.31,-1.35,-0.40,,,
2020.00,7.00,9.00,14.00,70.28,21.36,12.98,19.89,-2.13,-0.16,-0.36,,,
2020.00,7.00,9.00,15.00,61.73,24.96,13.03,19.09,-2.94,1.03,-0.32,,,
2020.00,7.00,9.00,16.00,66.16,20.98,12.93,19.03,-3.67,0.30,-0.10,,,
2020.00,7.00,9.00,17.00,70.60,17.00,13.11,18.97,-4.40,-0.44,0.13,,,
2020.00,7.00,9.00,18.00,75.03,13.03,13.64,18.91,-5.13,-1.17,0.35,,,
2020.00,7.00,9.00,19.00,73.68,15.86,12.86,19.17,-4.78,-1.38,0.99,,,
2020.00,7.00,9.00,20.00,72.32,18.70,14.69,19.44,-4.43,-1.60,1.63,,,
2020.00,7.00,9.00,21.00,70.97,21.53,14.55,19.70,-4.08,-1.81,2.27,,,
2020.00,7.00,9.00,22.00,70.06,21.64,15.02,19.92,-1.95,-1.84,1.57,,,
2020.00,7.00,9.00,23.00,69.14,21.76,15.31,20.13,0.19,-1.87,0.86,,,
2021.00,2.00,28.00,0.00,186.75,6.05,40.09,15.57,1.84,-0.98,-3.20,,,
2021.00,2.00,28.00,1.00,196.85,9.09,39.24,15.82,2.08,-1.32,-3.32,,,
2021.00,2.00,28.00,2.00,206.96,12.12,40.28,16.06,2.31,-1.66,-3.44,,,
2021.00,2.00,28.00,3.00,217.06,15.16,41.03,16.31,2.55,-2.00,-3.56,,,
2021.00,2.00,28.00,4.00,199.58,14.35,41.59,16.96,2.95,-1.74,-3.75,,,
2021.00,2.00,28.00,5.00,182.09,13.53,42.68,17.61,3.34,-1.48,-3.94,,,
2021.00,2.00,28.00,6.00,164.61,12.72,43.00,18.26,3.73,-1.22,-4.13,,,
2021.00,2.00,28.00,7.00,158.97,12.73,42.37,18.42,2.94,-0.66,-4.08,,,
2021.00,2.00,28.00,8.00,153.33,12.74,41.46,18.58,2.15,-0.11,-4.03,0.35,1.77,0.20
2021.00,2.00,28.00,9.00,147.70,12.75,42.43,18.74,1.36,0.45,-3.98,,,
2021.00,2.00,28.00,10.00,154.27,11.91,43.17,18.38,1.36,0.45,-3.95,,,
2021.00,2.00,28.00,11.00,160.84,11.07,42.55,18.01,1.35,0.44,-3.92,,,
2021.00,2.00,28.00,12.00,167.41,10.23,41.65,17.65,1.35,0.44,-3.90,,,
2021.00,2.00,28.00,13.00,142.14,11.44,33.64,17.12,1.13,0.21,-4.13,,,
2021.00,2.00,28.00,14.00,116.87,12.65,35.47,16.58,0.91,-0.03,-4.35,,,
2021.00,2.00,28.00,15.00,91.60,13.86,36.41,16.05,0.69,-0.26,-4.58,,,
2021.00,2.00,28.00,16.00,87.71,14.61,36.61,16.90,1.12,-0.30,-3.60,,,
2021.00,2.00,28.00,17.00,83.81,15.36,35.39,17.74,1.56,-0.33,-2.63,,,
2021.00,2.00,28.00,18.00,79.91,16.10,36.95,18.59,1.99,-0.37,-1.65,,,
2021.00,2.00,28.00,19.00,87.33,14.38,31.52,18.55,2.16,-0.41,-1.44,,,
2021.00,2.00,28.00,20.00,94.76,12.66,29.42,18.50,2.33,-0.44,-1.23,,,
2021.00,2.00,28.00,21.00,102.18,10.94,30.25,18.46,2.50,-0.48,-1.02,,,
2021.00,2.00,28.00,22.00,122.11,9.38,32.50,18.10,2.11,-0.24,-1.75,,,
2021.00,2.00,28.00,23.00,142.04,7.82,33.52,17.74,1.72,0.01,-2.47,,,
2020.00,9.00,4.00,0.00,43.18,35.10,27.30,13.79,1.47,-1.38,1.94,,,
2020.00,9.00,4.00,1.00,46.40,32.43,26.08,13.80,1.92,-1.04,1.60,,,
2020.00,9.00,4.00,2.00,49.63,29.76,25.28,13.82,2.36,-0.71,1.27,,,
2020.00,9.00,4.00,3.00,52.85,27.08,25.27,13.83,2.81,-0.37,0.94,,,
2020.00,9.00,4.00,4.00,56.98,23.46,26.22,13.42,3.08,-0.47,1.44,,,
2020.00,9.00,4.00,5.00,61.10,19.84,27.13,13.00,3.36,-0.57,1.94,,,
2020.00,9.00,4.00,6.00,65.22,16.22,27.21,12.59,3.63,-0.66,2.44,,,
2020.00,9.00,4.00,7.00,63.20,15.21,25.68,12.33,2.98,-0.13,2.58,,,
2020.00,9.00,4.00,8.00,61.17,14.20,25.81,12.07,2.33,0.41,2.73,,1.55,
2020.00,9.00,4.00,9.00,59.14,13.20,25.65,11.81,1.67,0.95,2.87,,,
2020.00,9.00,4.00,10.00,58.16,13.91,27.00,11.58,0.42,0.80,2.64,,,
2020.00,9.00,4.00,11.00,57.19,14.62,26.53,11.34,-0.84,0.66,2.40,,,
2020.00,9.00,4.00,12.00,56.21,15.34,26.53,11.11,-2.09,0.52,2.17,,,
2020.00,9.00,4.00,13.00,57.91,18.82,27.33,11.53,-1.61,0.01,2.14,,,
2020.00,9.00,4.00,14.00,59.62,22.31,26.30,11.95,-1.12,-0.49,2.10,,,
2020.00,9.00,4.00,15.00,61.33,25.79,26.28,12.38,-0.63,-0.99,2.07,,,
2020.00,9.00,4.00,16.00,59.05,27.24,26.50,12.29,0.59,-0.88,2.06,,,
2020.00,9.00,4.00,17.00,56.78,28.70,25.07,12.20,1.82,-0.77,2.06,,,
2020.00,9.00,4.00,18.00,54.51,30.15,24.86,12.11,3.05,-0.65,2.06,,,
2020.00,9.00,4.00,19.00,60.80,34.25,24.95,12.15,2.45,-0.72,1.57,,,
2020.00,9.00,4.00,20.00,67.08,38.34,23.87,12.19,1.86,-0.78,1.08,,,
2020.00,9.00,4.00,21.00,73.37,42.44,23.14,12.22,1.26,-0.84,0.60,,,
2020.00,9.00,4.00,22.00,71.38,34.33,22.80,12.29,1.48,-0.68,0.97,,,
2020.00,9.00,4.00,23.00,69.40,26.21,23.81,12.37,1.70,-0.51,1.33,,,
2020.00,3.00,5.00,0.00,80.45,72.07,26.44,13.50,-0.01,0.60,1.65,,,
2020.00,3.00,5.00,1.00,72.35,82.50,25.74,13.58,0.39,0.04,1.79,,,
2020.00,3.00,5.00,2.00,64.24,92.93,24.54,13.66,0.79,-0.52,1.93,,,
2020.00,3.00,5.00,3.00,56.14,103.35,24.74,13.73,1.19,-1.07,2.07,,,
2020.00,3.00,5.00,4.00,52.00,107.71,24.27,13.85,0.95,-1.04,1.75,,,
2020.00,3.00,5.00,5.00,47.87,112.07,23.73,13.98,0.72,-1.01,1.44,,,
2020.00,3.00,5.00,6.00,43.74,116.43,23.48,14.10,0.49,-0.98,1.13,,,
2020.00,3.00,5.00,7.00,50.87,115.66,23.96,14.05,0.52,-0.83,1.36,,,
2020.00,3.00,5.00,8.00,57.99,114.89,23.93,14.00,0.56,-0.67,1.58,,,
2020.00,3.00,5.00,9.00,65.12,114.12,22.20,13.96,0.59,-0.51,1.80,,,
2020.00,3.00,5.00,10.00,57.46,119.92,21.84,14.28,0.91,-0.24,1.49,,,
2020.00,3.00,5.00,11.00,49.79,125.72,22.45,14.59,1.23,0.02,1.18,,,
2020.00,3.00,5.00,12.00,42.13,131.52,22.48,14.91,1.56,0.29,0.87,,,
2020.00,3.00,5.00,13.00,34.80,136.45,20.84,14.80,1.66,0.18,1.08,,,
2020.00,3.00,5.00,14.00,27.47,141.37,20.45,14.69,1.75,0.07,1.28,,,
2020.00,3.00,5.00,15.00,20.14,146.30,20.48,14.57,1.85,-0.05,1.48,,,
2020.00,3.00,5.00,16.00,22.64,130.11,19.89,14.43,0.69,0.08,1.95,,,
2020.00,3.00,5.00,17.00,25.13,113.92,19.78,14.28,-0.47,0.20,2.42,,,
2020.00,3.00,5.00,18.00,27.63,97.73,19.19,14.13,-1.63,0.32,2.90,,,
2020.00,3.00,5.00,19.00,36.24,90.81,18.24,14.30,-2.01,0.24,2.69,,,
2020.00,3.00,5.00,20.00,44.85,83.90,18.53,14.47,-2.39,0.16,2.47,,,
2020.00,3.00,5.00,21.00,53.46,76.99,17.58,14.64,-2.77,0.08,2.26,,,
2020.00,3.00,5.00,22.00,55.18,58.06,18.67,13.71,-2.26,0.82,2.19,,,
2020.00,3.00,5.00,23.00,56.90,39.13,19.16,12.78,-1.75,1.57,2.12,,,
2020.00,10.00,30.00,0.00,80.25,9.56,35.02,8.15,-3.89,3.19,-2.37,,,
2020.00,10.00,30.00,1.00,82.92,10.27,36.06,7.71,-2.99,3.37,-2.69,,,
2020.00,10.00,30.00,2.00,85.58,10.98,37.42,7.28,-2.09,3.55,-3.00,,,
2020.00,10.00,30.00,3.00,88.25,11.70,39.10,6.84,-1.20,3.73,-3.32,,,
2020.00,10.00,30.00,4.00,74.16,22.45,39.76,7.00,-1.34,2.88,-3.07,,,
2020.00,10.00,30.00,5.00,60.07,33.20,38.73,7.16,-1.48,2.02,-2.82,,,
2020.00,10.00,30.00,6.00,45.99,43.95,38.76,7.32,-1.62,1.17,-2.57,,,
2020.00,10.00,30.00,7.00,55.43,34.50,37.23,7.61,-0.99,0.96,-2.64,,,
2020.00,10.00,30.00,8.00,64.86,25.04,37.47,7.91,-0.36,0.76,-2.71,,,
2020.00,10.00,30.00,9.00,74.30,15.58,37.01,8.20,0.27,0.55,-2.78,0.41,1.30,0.32
2020.00,10.00,30.00,10.00,83.36,19.54,37.94,8.00,0.78,0.23,-2.85,,,
2020.00,10.00,30.00,11.00,92.42,23.51,39.11,7.80,1.29,-0.08,-2.92,,,
2020.00,10.00,30.00,12.00,101.47,27.47,38.94,7.60,1.81,-0.40,-3.00,,,
2020.00,10.00,30.00,13.00,93.69,23.76,35.13,7.63,0.71,0.58,-2.75,,,
2020.00,10.00,30.00,14.00,85.91,20.05,35.49,7.67,-0.39,1.56,-2.50,,,
2020.00,10.00,30.00,15.00,78.13,16.34,33.11,7.71,-1.48,2.54,-2.25,,,
2020.00,10.00,30.00,16.00,87.54,14.33,33.38,7.72,-2.26,2.43,-2.24,,,
2020.00,10.00,30.00,17.00,96.94,12.32,30.13,7.74,-3.04,2.33,-2.24,,,
2020.00,10.00,30.00,18.00,106.35,10.32,29.78,7.75,-3.82,2.22,-2.23,,,
2020.00,10.00,30.00,19.00,100.92,30.74,30.86,7.71,-4.60,2.96,-2.18,,,
2020.00,10.00,30.00,20.00,95.48,51.15,33.50,7.67,-5.39,3.69,-2.13,,,
2020.00,10.00,30.00,21.00,90.05,71.57,35.10,7.63,-6.17,4.43,-2.07,,,
2020.00,10.00,30.00,22.00,88.77,56.83,33.93,7.66,-4.75,3.95,-2.25,,,
2020.00,10.00,30.00,23.00,87.48,42.08,27.89,7.69,-3.33,3.48,-2.43,,,
2024.00,5.00,3.00,0.00,4.53,80.59,26.52,10.89,-1.40,-0.65,-0.60,,,
2024.00,5.00,3.00,1.00,3.59,85.97,26.82,11.29,-0.99,-0.63,-0.66,,,
2024.00,5.00,3.00,2.00,2.65,91.35,26.62,11.70,-0.58,-0.60,-0.72,,,
2024.00,5.00,3.00,3.00,1.70,96.74,26.29,12.10,-0.17,-0.58,-0.77,,,
2024.00,5.00,3.00,4.00,3.26,94.58,25.50,12.00,0.15,-0.67,-0.44,,,
2024.00,5.00,3.00,5.00,4.81,92.43,25.56,11.90,0.47,-0.77,-0.10,,,
2024.00,5.00,3.00,6.00,6.36,90.27,26.26,11.80,0.79,-0.86,0.23,,,
2024.00,5.00,3.00,7.00,12.15,85.28,26.48,11.79,0.60,-0.69,-0.59,,,
2024.00,5.00,3.00,8.00,17.94,80.28,26.47,11.77,0.40,-0.52,-1.41,0.83,3.36,0.25
2024.00,5.00,3.00,9.00,23.74,75.29,26.00,11.76,0.20,-0.34,-2.23,,,
2024.00,5.00,3.00,10.00,17.84,75.78,26.02,11.39,-0.43,-0.10,-1.58,,,
2024.00,5.00,3.00,11.00,11.94,76.27,25.95,11.03,-1.07,0.13,-0.92,,,
2024.00,5.00,3.00,12.00,6.05,76.75,26.00,10.66,-1.70,0.37,-0.26,,,
2024.00,5.00,3.00,13.00,4.79,76.67,25.39,10.65,-1.08,-0.40,-0.26,,,
2024.00,5.00,3.00,14.00,3.53,76.60,26.68,10.63,-0.45,-1.17,-0.26,,,
2024.00,5.00,3.00,15.00,2.27,76.52,26.37,10.62,0.17,-1.93,-0.26,,,
2024.00,5.00,3.00,16.00,2.14,74.96,25.45,10.50,-0.33,-1.47,-0.43,,,
2024.00,5.00,3.00,17.00,2.02,73.41,25.72,10.38,-0.84,-1.01,-0.59,,,
2024.00,5.00,3.00,18.00,1.89,71.85,26.42,10.26,-1.34,-0.55,-0.76,,,
2024.00,5.00,3.00,19.00,22.84,57.88,25.87,10.92,-1.87,-0.18,-0.46,,,
2024.00,5.00,3.00,20.00,43.80,43.91,25.86,11.58,-2.40,0.20,-0.15,,,
2024.00,5.00,3.00,21.00,64.76,29.95,25.24,12.24,-2.93,0.57,0.15,,,
2024.00,5.00,3.00,22.00,63.71,32.19,25.22,11.62,-2.65,-0.24,-0.31,,,
2024.00,5.00,3.00,23.00,62.66,34.43,26.11,11.01,-2.37,-1.06,-0.77,,,
2020.00,3.00,3.00,0.00,35.35,27.93,27.92,18.00,2.26,-0.77,1.02,,,
2020.00,3.00,3.00,1.00,33.91,30.15,29.07,17.56,1.43,-0.31,1.05,,,
2020.00,3.00,3.00,2.00,32.47,32.37,28.20,17.11,0.61,0.14,1.08,,,
2020.00,3.00,3.00,3.00,31.03,34.59,28.28,16.66,-0.22,0.59,1.11,,,
2020.00,3.00,3.00,4.00,32.98,33.45,26.57,16.27,-0.67,0.37,1.25,,,
2020.00,3.00,3.00,5.00,34.93,32.31,28.15,15.89,-1.13,0.15,1.38,,,
2020.00,3.00,3.00,6.00,36.88,31.17,28.17,15.50,-1.58,-0.06,1.51,,,
2020.00,3.00,3.00,7.00,37.04,30.47,28.43,15.37,-0.65,0.10,1.85,1.18,2.48,0.48
2020.00,3.00,3.00,8.00,37.20,29.76,28.36,15.24,0.29,0.27,2.18,,,
2020.00,3.00,3.00,9.00,37.36,29.06,27.65,15.11,1.23,0.44,2.52,,,
2020.00,3.00,3.00,10.00,42.06,33.46,26.98,15.66,1.72,-0.11,2.41,,,
2020.00,3.00,3.00,11.00,46.75,37.86,28.95,16.21,2.21,-0.67,2.31,,,
2020.00,3.00,3.00,12.00,51.44,42.26,29.46,16.77,2.69,-1.22,2.20,,,
2020.00,3.00,3.00,13.00,53.61,40.92,29.54,16.49,2.43,-1.50,2.48,,,
2020.00,3.00,3.00,14.00,55.78,39.58,29.41,16.21,2.16,-1.79,2.77,,,
2020.00,3.00,3.00,15.00,57.95,38.24,29.17,15.94,1.90,-2.07,3.05,,,
2020.00,3.00,3.00,16.00,54.61,51.79,30.00,16.51,1.26,-1.92,2.81,,,
2020.00,3.00,3.00,17.00,51.27,65.35,30.03,17.09,0.62,-1.77,2.58,,,
2020.00,3.00,3.00,18.00,47.93,78.90,29.40,17.67,-0.01,-1.62,2.34,,,
2020.00,3.00,3.00,19.00,63.15,70.26,29.42,17.56,-0.36,-1.70,2.42,,,
2020.00,3.00,3.00,20.00,78.37,61.62,30.56,17.44,-0.71,-1.78,2.49,,,
2020.00,3.00,3.00,21.00,93.59,52.98,30.27,17.33,-1.05,-1.86,2.56,,,
2020.00,3.00,3.00,22.00,88.54,39.81,30.94,16.99,-0.57,-1.44,2.07,,,
2020.00,3.00,3.00,23.00,83.49,26.65,30.10,16.64,-0.08,-1.03,1.58,,,
2021.00,2.00,25.00,0.00,110.49,14.28,33.29,17.95,1.93,-0.88,-1.61,,,
2021.00,2.00,25.00,1.00,97.15,14.08,33.28,17.96,1.99,-1.25,-2.18,,,
2021.00,2.00,25.00,2.00,83.81,13.88,33.12,17.97,2.05,-1.62,-2.75,,,
2021.00,2.00,25.00,3.00,70.46,13.68,32.65,17.98,2.11,-2.00,-3.31,,,
2021.00,2.00,25.00,4.00,65.35,14.49,31.51,17.89,2.35,-1.76,-3.65,,,
2021.00,2.00,25.00,5.00,60.25,15.30,29.58,17.80,2.59,-1.53,-3.98,,,
2021.00,2.00,25.00,6.00,55.14,16.12,30.78,17.70,2.83,-1.30,-4.32,,,
2021.00,2.00,25.00,7.00,68.29,12.02,32.22,17.82,3.08,-0.95,-3.65,,,
2021.00,2.00,25.00,8.00,81.44,7.93,32.99,17.94,3.33,-0.61,-2.98,0.44,1.92,0.23
2021.00,2.00,25.00,9.00,94.58,3.84,32.33,18.06,3.59,-0.26,-2.31,,,
2021.00,2.00,25.00,10.00,94.39,3.86,33.23,18.49,3.79,-0.82,-1.58,,,
2021.00,2.00,25.00,11.00,94.20,3.87,33.14,18.92,3.99,-1.38,-0.86,,,
2021.00,2.00,25.00,12.00,94.01,3.89,34.14,19.35,4.19,-1.94,-0.14,,,
2021.00,2.00,25.00,13.00,95.41,4.03,34.17,19.07,3.36,-2.30,-0.59,,,
2021.00,2.00,25.00,14.00,96.82,4.18,35.25,18.79,2.54,-2.66,-1.04,,,
2021.00,2.00,25.00,15.00,98.22,4.32,35.47,18.52,1.72,-3.02,-1.49,,,
2021.00,2.00,25.00,16.00,106.09,4.70,35.89,18.55,1.12,-1.92,-1.32,,,
2021.00,2.00,25.00,17.00,113.96,5.08,34.07,18.58,0.52,-0.82,-1.15,,,
2021.00,2.00,25.00,18.00,121.82,5.46,32.98,18.61,-0.08,0.27,-0.97,,,
2021.00,2.00,25.00,19.00,130.48,5.63,33.04,19.40,-0.78,0.23,-1.36,,,
2021.00,2.00,25.00,20.00,139.14,5.80,32.88,20.19,-1.48,0.18,-1.74,,,
2021.00,2.00,25.00,21.00,147.80,5.98,32.74,20.97,-2.18,0.14,-2.12,,,
2021.00,2.00,25.00,22.00,137.35,6.59,34.70,20.08,-2.79,0.17,-2.68,,,
2021.00,2.00,25.00,23.00,126.91,7.21,35.05,19.19,-3.40,0.21,-3.23,,,
2020.00,2.00,28.00,0.00,55.83,48.10,33.27,20.18,-1.94,0.75,1.75,,,
2020.00,2.00,28.00,1.00,57.12,52.44,34.69,20.34,-1.11,0.56,1.50,,,
2020.00,2.00,28.00,2.00,58.41,56.78,35.49,20.51,-0.29,0.38,1.24,,,
2020.00,2.00,28.00,3.00,59.70,61.12,37.08,20.67,0.53,0.19,0.99,,,
2020.00,2.00,28.00,4.00,63.06,71.11,37.27,20.80,0.75,-0.31,1.32,,,
2020.00,2.00,28.00,5.00,66.41,81.11,31.71,20.93,0.97,-0.81,1.65,,,
2020.00,2.00,28.00,6.00,69.77,91.11,30.75,21.07,1.19,-1.31,1.98,,,
2020.00,2.00,28.00,7.00,61.57,86.78,27.30,21.24,1.19,-1.44,1.82,,,
2020.00,2.00,28.00,8.00,53.37,82.45,25.64,21.42,1.18,-1.57,1.66,,,
2020.00,2.00,28.00,9.00,45.18,78.12,26.82,21.60,1.18,-1.70,1.50,0.63,0.58,1.08
2020.00,2.00,28.00,10.00,41.17,81.54,29.49,21.69,1.75,-1.40,1.24,,,
2020.00,2.00,28.00,11.00,37.17,84.96,29.83,21.79,2.32,-1.10,0.98,,,
2020.00,2.00,28.00,12.00,33.16,88.38,29.99,21.89,2.90,-0.80,0.72,,,
2020.00,2.00,28.00,13.00,43.50,75.95,28.24,21.62,2.29,-0.84,0.66,,,
2020.00,2.00,28.00,14.00,53.84,63.53,28.33,21.36,1.68,-0.88,0.60,,,
2020.00,2.00,28.00,15.00,64.18,51.10,29.41,21.10,1.07,-0.92,0.54,,,
2020.00,2.00,28.00,16.00,66.65,62.62,31.32,21.20,0.43,-0.37,0.97,,,
2020.00,2.00,28.00,17.00,69.11,74.14,32.56,21.30,-0.20,0.18,1.40,,,
2020.00,2.00,28.00,18.00,71.57,85.66,33.85,21.40,-0.83,0.73,1.82,,,
2020.00,2.00,28.00,19.00,70.97,68.40,32.69,21.05,-0.98,0.87,1.60,,,
2020.00,2.00,28.00,20.00,70.37,51.14,32.79,20.70,-1.13,1.01,1.37,,,
2020.00,2.00,28.00,21.00,69.77,33.88,32.72,20.36,-1.28,1.15,1.14,,,
2020.00,2.00,28.00,22.00,63.94,42.76,32.40,20.62,-1.05,0.95,0.75,,,
2020.00,2.00,28.00,23.00,58.11,51.65,33.25,20.89,-0.81,0.75,0.36,,,
2022.00,1.00,5.00,0.00,95.30,3.90,22.91,19.44,0.17,-0.14,-0.13,,,
2022.00,1.00,5.00,1.00,135.56,5.12,21.39,19.64,-0.59,-0.82,-0.50,,,
2022.00,1.00,5.00,2.00,175.83,6.35,22.03,19.85,-1.35,-1.50,-0.87,,,
2022.00,1.00,5.00,3.00,216.09,7.57,22.75,20.05,-2.11,-2.19,-1.24,,,
2022.00,1.00,5.00,4.00,203.78,7.49,24.01,20.44,-2.63,-1.72,-0.30,,,
2022.00,1.00,5.00,5.00,191.48,7.40,24.17,20.82,-3.15,-1.26,0.64,,,
2022.00,1.00,5.00,6.00,179.17,7.31,25.36,21.21,-3.67,-0.80,1.59,,,
2022.00,1.00,5.00,7.00,188.36,8.42,24.39,21.21,-3.68,0.50,0.97,,,
2022.00,1.00,5.00,8.00,197.56,9.53,21.91,21.21,-3.69,1.80,0.36,,,
2022.00,1.00,5.00,9.00,206.76,10.64,21.34,21.20,-3.70,3.09,-0.25,,,
2022.00,1.00,5.00,10.00,188.62,10.59,23.10,21.52,-2.05,1.15,-0.87,,,
2022.00,1.00,5.00,11.00,170.49,10.54,21.95,21.83,-0.40,-0.80,-1.48,,,
2022.00,1.00,5.00,12.00,152.36,10.50,23.33,22.14,1.25,-2.74,-2.09,,,
2022.00,1.00,5.00,13.00,139.55,8.52,23.11,21.53,1.66,-2.33,-1.51,,,
2022.00,1.00,5.00,14.00,126.74,6.55,22.77,20.91,2.07,-1.92,-0.92,,,
2022.00,1.00,5.00,15.00,113.94,4.57,22.83,20.29,2.48,-1.51,-0.33,,,
2022.00,1.00,5.00,16.00,104.28,4.91,19.91,20.52,2.45,-1.90,-0.29,,,
2022.00,1.00,5.00,17.00,94.62,5.25,18.27,20.75,2.42,-2.29,-0.26,,,
2022.00,1.00,5.00,18.00,84.97,5.58,19.54,20.97,2.39,-2.68,-0.22,,,
2022.00,1.00,5.00,19.00,73.82,8.69,19.80,21.10,2.38,-2.52,-0.62,,,
2022.00,1.00,5.00,20.00,62.68,11.80,17.43,21.23,2.37,-2.36,-1.01,,,
2022.00,1.00,5.00,21.00,51.54,14.90,16.77,21.37,2.37,-2.20,-1.41,,,
2022.00,1.00,5.00,22.00,75.83,19.44,16.96,21.14,0.69,-1.88,-0.72,,,
2022.00,1.00,5.00,23.00,100.12,23.97,16.63,20.92,-1.00,-1.55,-0.04,,,
2022.00,7.00,26.00,0.00,84.51,27.68,20.03,6.94,-1.61,0.05,1.08,,,
2022.00,7.00,26.00,1.00,87.66,27.56,20.20,7.04,-1.60,-0.02,1.47,,,
2022.00,7.00,26.00,2.00,90.82,27.44,20.33,7.14,-1.59,-0.09,1.86,,,
2022.00,7.00,26.00,3.00,93.97,27.32,21.14,7.24,-1.58,-0.17,2.26,,,
2022.00,7.00,26.00,4.00,110.51,35.08,23.70,7.41,-1.00,-0.17,2.01,,,
2022.00,7.00,26.00,5.00,127.04,42.83,23.70,7.58,-0.41,-0.17,1.76,,,
2022.00,7.00,26.00,6.00,143.58,50.59,22.16,7.76,0.18,-0.18,1.51,,,
2022.00,7.00,26.00,7.00,145.18,52.21,20.34,8.00,0.06,-0.24,1.30,,1.78,
2022.00,7.00,26.00,8.00,146.77,53.82,19.83,8.23,-0.07,-0.29,1.10,,,
2022.00,7.00,26.00,9.00,148.37,55.44,21.49,8.47,-0.19,-0.35,0.89,,1.12,
2022.00,7.00,26.00,10.00,137.96,50.11,23.78,8.55,0.02,-0.56,1.11,,,
2022.00,7.00,26.00,11.00,127.56,44.79,22.95,8.63,0.23,-0.77,1.33,,,
2022.00,7.00,26.00,12.00,117.15,39.46,23.14,8.71,0.44,-0.97,1.56,,,
2022.00,7.00,26.00,13.00,111.93,38.87,21.64,8.70,1.09,-0.81,1.46,,,
2022.00,7.00,26.00,14.00,106.71,38.29,23.38,8.68,1.75,-0.65,1.36,,,
2022.00,7.00,26.00,15.00,101.49,37.70,23.49,8.67,2.40,-0.49,1.26,,,
2022.00,7.00,26.00,16.00,96.75,41.51,22.79,8.43,1.40,-0.62,1.55,,,
2022.00,7.00,26.00,17.00,92.00,45.31,22.86,8.18,0.41,-0.75,1.85,,,
2022.00,7.00,26.00,18.00,87.26,49.12,21.42,7.93,-0.59,-0.88,2.14,,,
2022.00,7.00,26.00,19.00,90.59,45.19,21.54,7.95,-0.43,-1.04,1.99,,,
2022.00,7.00,26.00,20.00,93.93,41.26,22.38,7.97,-0.27,-1.21,1.85,,,
2022.00,7.00,26.00,21.00,97.26,37.33,21.40,7.98,-0.11,-1.38,1.70,,,
2022.00,7.00,26.00,22.00,105.64,38.20,22.12,8.32,0.46,-1.22,1.50,,,
2022.00,7.00,26.00,23.00,114.03,39.07,23.18,8.65,1.02,-1.06,1.30,,,
2020.00,12.00,18.00,0.00,124.38,6.67,31.42,8.44,3.55,-2.41,-2.33,,,
2020.00,12.00,18.00,1.00,130.78,28.74,30.70,8.40,3.05,-1.42,-2.10,,,
2020.00,12.00,18.00,2.00,137.18,50.81,32.03,8.36,2.55,-0.43,-1.88,,,
2020.00,12.00,18.00,3.00,143.58,72.89,31.84,8.32,2.06,0.55,-1.66,,,
2020.00,12.00,18.00,4.00,146.73,50.60,29.61,8.75,1.80,1.05,-1.65,,,
2020.00,12.00,18.00,5.00,149.89,28.32,29.10,9.18,1.55,1.54,-1.65,,,
2020.00,12.00,18.00,6.00,153.04,6.04,31.15,9.62,1.29,2.03,-1.64,,,
2020.00,12.00,18.00,7.00,165.93,6.40,29.87,9.81,0.95,1.79,-1.38,,,
2020.00,12.00,18.00,8.00,178.82,6.77,29.30,10.00,0.61,1.56,-1.12,0.45,1.37,0.33
2020.00,12.00,18.00,9.00,191.71,7.14,30.46,10.20,0.27,1.32,-0.86,,,
2020.00,12.00,18.00,10.00,190.57,9.66,30.38,10.38,2.27,0.90,-1.06,,,
2020.00,12.00,18.00,11.00,189.43,12.17,30.78,10.56,4.27,0.47,-1.26,,,
2020.00,12.00,18.00,12.00,188.29,14.69,29.71,10.74,6.27,0.04,-1.45,,,
2020.00,12.00,18.00,13.00,179.59,21.66,30.60,9.96,5.88,-1.20,-1.44,,,
2020.00,12.00,18.00,14.00,170.89,28.64,30.10,9.17,5.48,-2.43,-1.43,,,
2020.00,12.00,18.00,15.00,162.19,35.61,29.00,8.39,5.09,-3.67,-1.41,,,
2020.00,12.00,18.00,16.00,162.99,36.11,28.88,8.70,5.51,-3.78,-1.85,,,
2020.00,12.00,18.00,17.00,163.80,36.60,28.22,9.00,5.93,-3.88,-2.28,,,
2020.00,12.00,18.00,18.00,164.60,37.10,29.50,9.31,6.36,-3.99,-2.72,,,
2020.00,12.00,18.00,19.00,168.66,35.63,31.07,9.43,5.08,-3.17,-2.71,,,
2020.00,12.00,18.00,20.00,172.72,34.15,30.24,9.56,3.80,-2.35,-2.69,,,
2020.00,12.00,18.00,21.00,176.79,32.68,30.93,9.69,2.52,-1.53,-2.68,,,
2020.00,12.00,18.00,22.00,173.39,28.06,31.16,9.76,1.76,-1.59,-2.36,,,
2020.00,12.00,18.00,23.00,169.99,23.44,31.86,9.84,1.01,-1.66,-2.05,,,
2023.00,11.00,4.00,0.00,55.47,40.78,25.28,9.62,-1.35,1.31,-0.20,,,
2023.00,11.00,4.00,1.00,52.21,54.64,23.34,9.91,-0.07,-0.24,0.52,,,
2023.00,11.00,4.00,2.00,48.94,68.50,22.03,10.21,1.21,-1.80,1.24,,,
2023.00,11.00,4.00,3.00,45.68,82.36,21.99,10.51,2.49,-3.35,1.96,,,
